model_name,Class,True_Positives,False_Positives,False_Negatives,True_Negatives,Precision,Recall,F1_Score
mobilenetv2,Tomato___Spider_mites Two-spotted_spider_mite,331,3,4,10523,0.9910179640718564,0.9880597014925372,0.9895366218236172
mobilenetv2,Tomato___Target_Spot,279,5,5,10572,0.9823943661971832,0.9823943661971832,0.9823943661971832
mobilenetv2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1061,4,0,9796,0.996244131455399,1.0,0.9981185324553152
mobilenetv2,Tomato___Tomato_mosaic_virus,70,1,0,10790,0.9859154929577464,1.0,0.9929078014184396
mobilenetv2,Tomato___healthy,315,1,1,10544,0.9968354430379748,0.9968354430379748,0.9968354430379748
mobilenetv3small,Apple___Apple_scab,128,2,4,10727,0.9846153846153848,0.9696969696969696,0.9770992366412214
mobilenetv3small,Apple___Black_rot,127,4,0,10730,0.9694656488549618,1.0,0.9844961240310076
mobilenetv3small,Apple___Cedar_apple_rust,46,0,1,10814,1.0,0.9787234042553192,0.989247311827957
mobilenetv3small,Apple___healthy,329,2,5,10525,0.9939577039274924,0.9850299401197604,0.9894736842105264
mobilenetv3small,Blueberry___healthy,307,1,1,10552,0.9967532467532468,0.9967532467532468,0.9967532467532468
mobilenetv3small,Cherry_(including_sour)___Powdery_mildew,206,2,0,10653,0.9903846153846154,1.0,0.9951690821256038
mobilenetv3small,Cherry_(including_sour)___healthy,174,2,2,10683,0.9886363636363636,0.9886363636363636,0.9886363636363636
mobilenetv3small,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,98,6,12,10745,0.9423076923076924,0.8909090909090909,0.9158878504672896
mobilenetv3small,Corn_(maize)___Common_rust_,234,1,0,10626,0.9957446808510638,1.0,0.9978678038379531
mobilenetv3small,Corn_(maize)___Northern_Leaf_Blight,177,11,6,10667,0.9414893617021276,0.9672131147540984,0.954177897574124
mobilenetv3small,Corn_(maize)___healthy,237,3,0,10621,0.9875,1.0,0.9937106918238994
mobilenetv3small,Grape___Black_rot,239,3,2,10617,0.987603305785124,0.991701244813278,0.989648033126294
mobilenetv3small,Grape___Esca_(Black_Measles),306,3,2,10550,0.9902912621359224,0.9935064935064936,0.9918962722852512
mobilenetv3small,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),230,0,1,10630,1.0,0.9956709956709956,0.9978308026030368
mobilenetv3small,Grape___healthy,83,1,0,10777,0.988095238095238,1.0,0.9940119760479044
mobilenetv3small,Orange___Haunglongbing_(Citrus_greening),1057,0,1,9803,1.0,0.999054820415879,0.9995271867612292
mobilenetv3small,Peach___Bacterial_spot,422,0,1,10438,1.0,0.9976359338061466,0.9988165680473372
mobilenetv3small,Peach___healthy,72,0,0,10789,1.0,1.0,1.0
mobilenetv3small,"Pepper,_bell___Bacterial_spot",175,1,1,10684,0.9943181818181818,0.9943181818181818,0.9943181818181818
mobilenetv3small,"Pepper,_bell___healthy",289,1,3,10568,0.996551724137931,0.9897260273972602,0.9931271477663228
mobilenetv3small,Potato___Early_blight,216,0,0,10645,1.0,1.0,1.0
mobilenetv3small,Potato___Late_blight,211,3,2,10645,0.985981308411215,0.9906103286384976,0.9882903981264636
mobilenetv3small,Potato___healthy,31,0,0,10830,1.0,1.0,1.0
mobilenetv3small,Raspberry___healthy,72,0,0,10789,1.0,1.0,1.0
mobilenetv3small,Soybean___healthy,1036,5,1,9819,0.9951969260326607,0.9990356798457088,0.9971126082771896
mobilenetv3small,Squash___Powdery_mildew,380,1,0,10480,0.9973753280839897,1.0,0.9986859395532194
mobilenetv3small,Strawberry___Leaf_scorch,209,1,1,10650,0.9952380952380953,0.9952380952380953,0.9952380952380953
mobilenetv3small,Strawberry___healthy,99,0,0,10762,1.0,1.0,1.0
mobilenetv3small,Tomato___Bacterial_spot,427,0,1,10433,1.0,0.9976635514018692,0.9988304093567252
mobilenetv3small,Tomato___Early_blight,175,1,6,10679,0.9943181818181818,0.9668508287292816,0.9803921568627452
mobilenetv3small,Tomato___Late_blight,400,3,5,10453,0.9925558312655088,0.9876543209876544,0.99009900990099
mobilenetv3small,Tomato___Leaf_Mold,178,1,2,10680,0.994413407821229,0.9888888888888888,0.9916434540389972
mobilenetv3small,Tomato___Septoria_leaf_spot,362,2,3,10494,0.9945054945054944,0.9917808219178084,0.9931412894375856
mobilenetv3small,Tomato___Spider_mites Two-spotted_spider_mite,331,1,4,10525,0.9969879518072288,0.9880597014925372,0.9925037481259372
mobilenetv3small,Tomato___Target_Spot,283,5,1,10572,0.9826388888888888,0.9964788732394366,0.9895104895104896
mobilenetv3small,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1060,1,1,9799,0.9990574929311968,0.9990574929311968,0.9990574929311968
mobilenetv3small,Tomato___Tomato_mosaic_virus,70,0,0,10791,1.0,1.0,1.0
mobilenetv3small,Tomato___healthy,316,2,0,10543,0.9937106918238994,1.0,0.996845425867508
resnet18,Apple___Apple_scab,130,2,2,10727,0.9848484848484848,0.9848484848484848,0.9848484848484848
resnet18,Apple___Black_rot,127,2,0,10732,0.9844961240310076,1.0,0.9921875
resnet18,Apple___Cedar_apple_rust,46,2,1,10812,0.9583333333333334,0.9787234042553192,0.968421052631579
resnet18,Apple___healthy,329,0,5,10527,1.0,0.9850299401197604,0.9924585218702864
resnet18,Blueberry___healthy,308,2,0,10551,0.9935483870967742,1.0,0.9967637540453074
resnet18,Cherry_(including_sour)___Powdery_mildew,206,0,0,10655,1.0,1.0,1.0
resnet18,Cherry_(including_sour)___healthy,173,1,3,10684,0.9942528735632185,0.9829545454545454,0.9885714285714284
resnet18,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,95,6,15,10745,0.9405940594059404,0.8636363636363636,0.9004739336492891
resnet18,Corn_(maize)___Common_rust_,234,3,0,10624,0.9873417721518988,1.0,0.9936305732484078
resnet18,Corn_(maize)___Northern_Leaf_Blight,176,14,7,10664,0.9263157894736842,0.9617486338797814,0.9436997319034852
resnet18,Corn_(maize)___healthy,237,1,0,10623,0.9957983193277312,1.0,0.9978947368421052
resnet18,Grape___Black_rot,240,2,1,10618,0.9917355371900828,0.995850622406639,0.9937888198757764
resnet18,Grape___Esca_(Black_Measles),307,0,1,10553,1.0,0.9967532467532468,0.9983739837398374
resnet18,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),230,0,1,10630,1.0,0.9956709956709956,0.9978308026030368
resnet18,Grape___healthy,82,0,1,10778,1.0,0.9879518072289156,0.993939393939394
resnet18,Orange___Haunglongbing_(Citrus_greening),1057,0,1,9803,1.0,0.999054820415879,0.9995271867612292
resnet18,Peach___Bacterial_spot,423,0,0,10438,1.0,1.0,1.0
resnet18,Peach___healthy,72,0,0,10789,1.0,1.0,1.0
resnet18,"Pepper,_bell___Bacterial_spot",176,0,0,10685,1.0,1.0,1.0
resnet18,"Pepper,_bell___healthy",290,2,2,10567,0.9931506849315068,0.9931506849315068,0.9931506849315068
resnet18,Potato___Early_blight,216,0,0,10645,1.0,1.0,1.0
resnet18,Potato___Late_blight,211,1,2,10647,0.9952830188679244,0.9906103286384976,0.992941176470588
resnet18,Potato___healthy,31,1,0,10829,0.96875,1.0,0.984126984126984
resnet18,Raspberry___healthy,71,0,1,10789,1.0,0.9861111111111112,0.993006993006993
resnet18,Soybean___healthy,1036,5,1,9819,0.9951969260326607,0.9990356798457088,0.9971126082771896
resnet18,Squash___Powdery_mildew,380,1,0,10480,0.9973753280839897,1.0,0.9986859395532194
resnet18,Strawberry___Leaf_scorch,209,1,1,10650,0.9952380952380953,0.9952380952380953,0.9952380952380953
resnet18,Strawberry___healthy,99,0,0,10762,1.0,1.0,1.0
resnet18,Tomato___Bacterial_spot,426,3,2,10430,0.993006993006993,0.9953271028037384,0.9941656942823804
resnet18,Tomato___Early_blight,178,0,3,10680,1.0,0.9834254143646408,0.9916434540389972
resnet18,Tomato___Late_blight,400,3,5,10453,0.9925558312655088,0.9876543209876544,0.99009900990099
resnet18,Tomato___Leaf_Mold,180,1,0,10680,0.994475138121547,1.0,0.9972299168975068
resnet18,Tomato___Septoria_leaf_spot,364,1,1,10495,0.9972602739726028,0.9972602739726028,0.9972602739726028
resnet18,Tomato___Spider_mites Two-spotted_spider_mite,331,2,4,10524,0.993993993993994,0.9880597014925372,0.9910179640718564
resnet18,Tomato___Target_Spot,282,5,2,10572,0.9825783972125436,0.9929577464788732,0.9877408056042032
resnet18,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1060,2,1,9798,0.9981167608286252,0.9990574929311968,0.9985869053226564
resnet18,Tomato___Tomato_mosaic_virus,70,0,0,10791,1.0,1.0,1.0
resnet18,Tomato___healthy,315,1,1,10544,0.9968354430379748,0.9968354430379748,0.9968354430379748
resnet34,Apple___Apple_scab,128,1,4,10728,0.992248062015504,0.9696969696969696,0.9808429118773948
resnet34,Apple___Black_rot,126,2,1,10732,0.984375,0.9921259842519684,0.988235294117647
resnet34,Apple___Cedar_apple_rust,47,0,0,10814,1.0,1.0,1.0
resnet34,Apple___healthy,327,2,7,10525,0.993920972644377,0.9790419161676648,0.986425339366516
resnet34,Blueberry___healthy,308,4,0,10549,0.9871794871794872,1.0,0.9935483870967742
resnet34,Cherry_(including_sour)___Powdery_mildew,206,0,0,10655,1.0,1.0,1.0
resnet34,Cherry_(including_sour)___healthy,174,3,2,10682,0.9830508474576272,0.9886363636363636,0.9858356940509916
resnet34,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,100,6,10,10745,0.9433962264150944,0.9090909090909092,0.925925925925926
resnet34,Corn_(maize)___Common_rust_,234,2,0,10625,0.9915254237288136,1.0,0.9957446808510638
resnet34,Corn_(maize)___Northern_Leaf_Blight,177,9,6,10669,0.9516129032258064,0.9672131147540984,0.959349593495935
resnet34,Corn_(maize)___healthy,237,0,0,10624,1.0,1.0,1.0
resnet34,Grape___Black_rot,240,1,1,10619,0.995850622406639,0.995850622406639,0.995850622406639
resnet34,Grape___Esca_(Black_Measles),307,0,1,10553,1.0,0.9967532467532468,0.9983739837398374
resnet34,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),231,0,0,10630,1.0,1.0,1.0
resnet34,Grape___healthy,83,1,0,10777,0.988095238095238,1.0,0.9940119760479044
resnet34,Orange___Haunglongbing_(Citrus_greening),1058,0,0,9803,1.0,1.0,1.0
resnet34,Peach___Bacterial_spot,422,1,1,10437,0.9976359338061466,0.9976359338061466,0.9976359338061466
resnet34,Peach___healthy,72,0,0,10789,1.0,1.0,1.0
resnet34,"Pepper,_bell___Bacterial_spot",176,1,0,10684,0.9943502824858758,1.0,0.9971671388101984
resnet34,"Pepper,_bell___healthy",290,0,2,10569,1.0,0.9931506849315068,0.9965635738831616
resnet34,Potato___Early_blight,216,0,0,10645,1.0,1.0,1.0
resnet34,Potato___Late_blight,212,5,1,10643,0.976958525345622,0.9953051643192488,0.986046511627907
resnet34,Potato___healthy,31,0,0,10830,1.0,1.0,1.0
resnet34,Raspberry___healthy,72,1,0,10788,0.9863013698630136,1.0,0.993103448275862
resnet34,Soybean___healthy,1036,3,1,9821,0.9971126082771896,0.9990356798457088,0.998073217726397
resnet34,Squash___Powdery_mildew,379,0,1,10481,1.0,0.9973684210526316,0.9986824769433464
resnet34,Strawberry___Leaf_scorch,210,0,0,10651,1.0,1.0,1.0
resnet34,Strawberry___healthy,99,1,0,10761,0.99,1.0,0.9949748743718592
resnet34,Tomato___Bacterial_spot,425,5,3,10428,0.9883720930232558,0.9929906542056076,0.9906759906759908
resnet34,Tomato___Early_blight,171,4,10,10676,0.9771428571428572,0.9447513812154696,0.9606741573033708
resnet34,Tomato___Late_blight,392,5,13,10451,0.9874055415617128,0.9679012345679012,0.9775561097256856
resnet34,Tomato___Leaf_Mold,177,0,3,10681,1.0,0.9833333333333332,0.991596638655462
resnet34,Tomato___Septoria_leaf_spot,365,3,0,10493,0.9918478260869564,1.0,0.9959072305593452
resnet34,Tomato___Spider_mites Two-spotted_spider_mite,332,5,3,10521,0.9851632047477744,0.991044776119403,0.988095238095238
resnet34,Tomato___Target_Spot,280,7,4,10570,0.975609756097561,0.9859154929577464,0.9807355516637478
resnet34,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1060,3,1,9797,0.9971777986829728,0.9990574929311968,0.9981167608286252
resnet34,Tomato___Tomato_mosaic_virus,70,0,0,10791,1.0,1.0,1.0
resnet34,Tomato___healthy,315,1,1,10544,0.9968354430379748,0.9968354430379748,0.9968354430379748
resnet50,Apple___Apple_scab,131,1,1,10728,0.9924242424242424,0.9924242424242424,0.9924242424242424
resnet50,Apple___Black_rot,127,0,0,10734,1.0,1.0,1.0
resnet50,Apple___Cedar_apple_rust,46,0,1,10814,1.0,0.9787234042553192,0.989247311827957
resnet50,Apple___healthy,329,0,5,10527,1.0,0.9850299401197604,0.9924585218702864
resnet50,Blueberry___healthy,308,3,0,10550,0.990353697749196,1.0,0.9951534733441034
resnet50,Cherry_(including_sour)___Powdery_mildew,206,1,0,10654,0.9951690821256038,1.0,0.9975786924939468
resnet50,Cherry_(including_sour)___healthy,173,3,3,10682,0.9829545454545454,0.9829545454545454,0.9829545454545454
resnet50,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,103,8,7,10743,0.927927927927928,0.9363636363636364,0.9321266968325792
resnet50,Corn_(maize)___Common_rust_,234,1,0,10626,0.9957446808510638,1.0,0.9978678038379531
resnet50,Corn_(maize)___Northern_Leaf_Blight,174,7,9,10671,0.9613259668508288,0.9508196721311476,0.956043956043956
resnet50,Corn_(maize)___healthy,237,0,0,10624,1.0,1.0,1.0
resnet50,Grape___Black_rot,240,0,1,10620,1.0,0.995850622406639,0.997920997920998
resnet50,Grape___Esca_(Black_Measles),308,0,0,10553,1.0,1.0,1.0
resnet50,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),231,1,0,10629,0.9956896551724138,1.0,0.9978401727861772
resnet50,Grape___healthy,83,0,0,10778,1.0,1.0,1.0
resnet50,Orange___Haunglongbing_(Citrus_greening),1058,0,0,9803,1.0,1.0,1.0
resnet50,Peach___Bacterial_spot,421,0,2,10438,1.0,0.9952718676122932,0.9976303317535544
resnet50,Peach___healthy,72,1,0,10788,0.9863013698630136,1.0,0.993103448275862
resnet50,"Pepper,_bell___Bacterial_spot",175,1,1,10684,0.9943181818181818,0.9943181818181818,0.9943181818181818
resnet50,"Pepper,_bell___healthy",290,3,2,10566,0.9897610921501706,0.9931506849315068,0.9914529914529916
resnet50,Potato___Early_blight,216,0,0,10645,1.0,1.0,1.0
resnet50,Potato___Late_blight,211,1,2,10647,0.9952830188679244,0.9906103286384976,0.992941176470588
resnet50,Potato___healthy,31,0,0,10830,1.0,1.0,1.0
resnet50,Raspberry___healthy,71,0,1,10789,1.0,0.9861111111111112,0.993006993006993
resnet50,Soybean___healthy,1035,4,2,9820,0.9961501443695862,0.9980713596914176,0.9971098265895956
resnet50,Squash___Powdery_mildew,379,1,1,10480,0.9973684210526316,0.9973684210526316,0.9973684210526316
resnet50,Strawberry___Leaf_scorch,209,1,1,10650,0.9952380952380953,0.9952380952380953,0.9952380952380953
resnet50,Strawberry___healthy,99,0,0,10762,1.0,1.0,1.0
resnet50,Tomato___Bacterial_spot,425,5,3,10428,0.9883720930232558,0.9929906542056076,0.9906759906759908
resnet50,Tomato___Early_blight,179,3,2,10677,0.9835164835164836,0.988950276243094,0.9862258953168044
resnet50,Tomato___Late_blight,398,6,7,10450,0.9851485148514852,0.982716049382716,0.9839307787391842
resnet50,Tomato___Leaf_Mold,180,1,0,10680,0.994475138121547,1.0,0.9972299168975068
resnet50,Tomato___Septoria_leaf_spot,363,2,2,10494,0.9945205479452056,0.9945205479452056,0.9945205479452056
resnet50,Tomato___Spider_mites Two-spotted_spider_mite,333,2,2,10524,0.9940298507462688,0.9940298507462688,0.9940298507462688
resnet50,Tomato___Target_Spot,282,2,2,10575,0.9929577464788732,0.9929577464788732,0.9929577464788732
resnet50,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1058,1,3,9799,0.9990557129367328,0.9971724787935908,0.9981132075471698
resnet50,Tomato___Tomato_mosaic_virus,70,0,0,10791,1.0,1.0,1.0
resnet50,Tomato___healthy,316,1,0,10544,0.996845425867508,1.0,0.9984202211690364
shufflenetv2,Apple___Apple_scab,132,0,0,10729,1.0,1.0,1.0
shufflenetv2,Apple___Black_rot,127,0,0,10734,1.0,1.0,1.0
shufflenetv2,Apple___Cedar_apple_rust,47,0,0,10814,1.0,1.0,1.0
shufflenetv2,Apple___healthy,332,1,2,10526,0.996996996996997,0.994011976047904,0.9955022488755624
shufflenetv2,Blueberry___healthy,308,0,0,10553,1.0,1.0,1.0
shufflenetv2,Cherry_(including_sour)___Powdery_mildew,205,0,1,10655,1.0,0.9951456310679612,0.9975669099756692
shufflenetv2,Cherry_(including_sour)___healthy,174,0,2,10685,1.0,0.9886363636363636,0.9942857142857142
shufflenetv2,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,101,5,9,10746,0.9528301886792452,0.9181818181818182,0.9351851851851852
shufflenetv2,Corn_(maize)___Common_rust_,234,3,0,10624,0.9873417721518988,1.0,0.9936305732484078
shufflenetv2,Corn_(maize)___Northern_Leaf_Blight,175,8,8,10670,0.9562841530054644,0.9562841530054644,0.9562841530054644
shufflenetv2,Corn_(maize)___healthy,237,1,0,10623,0.9957983193277312,1.0,0.9978947368421052
shufflenetv2,Grape___Black_rot,241,0,0,10620,1.0,1.0,1.0
shufflenetv2,Grape___Esca_(Black_Measles),308,0,0,10553,1.0,1.0,1.0
shufflenetv2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),230,0,1,10630,1.0,0.9956709956709956,0.9978308026030368
shufflenetv2,Grape___healthy,83,2,0,10776,0.976470588235294,1.0,0.988095238095238
shufflenetv2,Orange___Haunglongbing_(Citrus_greening),1058,0,0,9803,1.0,1.0,1.0
shufflenetv2,Peach___Bacterial_spot,421,1,2,10437,0.9976303317535544,0.9952718676122932,0.9964497041420118
shufflenetv2,Peach___healthy,72,1,0,10788,0.9863013698630136,1.0,0.993103448275862
shufflenetv2,"Pepper,_bell___Bacterial_spot",176,1,0,10684,0.9943502824858758,1.0,0.9971671388101984
shufflenetv2,"Pepper,_bell___healthy",291,1,1,10568,0.9965753424657534,0.9965753424657534,0.9965753424657534
shufflenetv2,Potato___Early_blight,216,1,0,10644,0.9953917050691244,1.0,0.997690531177829
shufflenetv2,Potato___Late_blight,213,2,0,10646,0.9906976744186048,1.0,0.9953271028037384
shufflenetv2,Potato___healthy,30,0,1,10830,1.0,0.967741935483871,0.9836065573770492
shufflenetv2,Raspberry___healthy,72,0,0,10789,1.0,1.0,1.0
shufflenetv2,Soybean___healthy,1035,1,2,9823,0.999034749034749,0.9980713596914176,0.9985528219971056
shufflenetv2,Squash___Powdery_mildew,380,1,0,10480,0.9973753280839897,1.0,0.9986859395532194
shufflenetv2,Strawberry___Leaf_scorch,210,0,0,10651,1.0,1.0,1.0
shufflenetv2,Strawberry___healthy,98,1,1,10761,0.98989898989899,0.98989898989899,0.98989898989899
shufflenetv2,Tomato___Bacterial_spot,425,4,3,10429,0.9906759906759908,0.9929906542056076,0.9918319719953324
shufflenetv2,Tomato___Early_blight,174,4,7,10676,0.9775280898876404,0.9613259668508288,0.9693593314763232
shufflenetv2,Tomato___Late_blight,401,6,4,10450,0.9852579852579852,0.9901234567901236,0.9876847290640394
shufflenetv2,Tomato___Leaf_Mold,180,1,0,10680,0.994475138121547,1.0,0.9972299168975068
shufflenetv2,Tomato___Septoria_leaf_spot,361,0,4,10496,1.0,0.989041095890411,0.9944903581267218
shufflenetv2,Tomato___Spider_mites Two-spotted_spider_mite,334,0,1,10526,1.0,0.9970149253731344,0.9985052316890882
shufflenetv2,Tomato___Target_Spot,284,3,0,10574,0.989547038327526,1.0,0.9947460595446586
shufflenetv2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1060,1,1,9799,0.9990574929311968,0.9990574929311968,0.9990574929311968
shufflenetv2,Tomato___Tomato_mosaic_virus,70,0,0,10791,1.0,1.0,1.0
shufflenetv2,Tomato___healthy,316,1,0,10544,0.996845425867508,1.0,0.9984202211690364
simplecnn,Apple___Apple_scab,129,0,3,10729,1.0,0.9772727272727272,0.9885057471264368
simplecnn,Apple___Black_rot,127,2,0,10732,0.9844961240310076,1.0,0.9921875
simplecnn,Apple___Cedar_apple_rust,47,0,0,10814,1.0,1.0,1.0
simplecnn,Apple___healthy,328,2,6,10525,0.993939393939394,0.9820359281437124,0.9879518072289156
simplecnn,Blueberry___healthy,308,4,0,10549,0.9871794871794872,1.0,0.9935483870967742
simplecnn,Cherry_(including_sour)___Powdery_mildew,205,1,1,10654,0.9951456310679612,0.9951456310679612,0.9951456310679612
simplecnn,Cherry_(including_sour)___healthy,175,0,1,10685,1.0,0.9943181818181818,0.9971509971509972
simplecnn,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,101,5,9,10746,0.9528301886792452,0.9181818181818182,0.9351851851851852
simplecnn,Corn_(maize)___Common_rust_,233,1,1,10626,0.9957264957264956,0.9957264957264956,0.9957264957264956
simplecnn,Corn_(maize)___Northern_Leaf_Blight,177,10,6,10668,0.946524064171123,0.9672131147540984,0.9567567567567568
simplecnn,Corn_(maize)___healthy,237,0,0,10624,1.0,1.0,1.0
simplecnn,Grape___Black_rot,241,2,0,10618,0.9917695473251028,1.0,0.9958677685950412
simplecnn,Grape___Esca_(Black_Measles),307,0,1,10553,1.0,0.9967532467532468,0.9983739837398374
simplecnn,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),231,1,0,10629,0.9956896551724138,1.0,0.9978401727861772
simplecnn,Grape___healthy,82,1,1,10777,0.9879518072289156,0.9879518072289156,0.9879518072289156
simplecnn,Orange___Haunglongbing_(Citrus_greening),1057,0,1,9803,1.0,0.999054820415879,0.9995271867612292
simplecnn,Peach___Bacterial_spot,423,0,0,10438,1.0,1.0,1.0
simplecnn,Peach___healthy,72,0,0,10789,1.0,1.0,1.0
simplecnn,"Pepper,_bell___Bacterial_spot",175,1,1,10684,0.9943181818181818,0.9943181818181818,0.9943181818181818
simplecnn,"Pepper,_bell___healthy",291,0,1,10569,1.0,0.9965753424657534,0.9982847341337908
simplecnn,Potato___Early_blight,216,1,0,10644,0.9953917050691244,1.0,0.997690531177829
simplecnn,Potato___Late_blight,209,2,4,10646,0.990521327014218,0.9812206572769951,0.9858490566037736
simplecnn,Potato___healthy,31,1,0,10829,0.96875,1.0,0.984126984126984
simplecnn,Raspberry___healthy,72,1,0,10788,0.9863013698630136,1.0,0.993103448275862
simplecnn,Soybean___healthy,1035,2,2,9822,0.9980713596914176,0.9980713596914176,0.9980713596914176
simplecnn,Squash___Powdery_mildew,380,1,0,10480,0.9973753280839897,1.0,0.9986859395532194
simplecnn,Strawberry___Leaf_scorch,210,0,0,10651,1.0,1.0,1.0
simplecnn,Strawberry___healthy,99,0,0,10762,1.0,1.0,1.0
simplecnn,Tomato___Bacterial_spot,426,2,2,10431,0.9953271028037384,0.9953271028037384,0.9953271028037384
simplecnn,Tomato___Early_blight,176,2,5,10678,0.9887640449438202,0.9723756906077348,0.98050139275766
simplecnn,Tomato___Late_blight,403,4,2,10452,0.9901719901719902,0.9950617283950616,0.9926108374384236
simplecnn,Tomato___Leaf_Mold,179,0,1,10681,1.0,0.9944444444444444,0.9972144846796658
simplecnn,Tomato___Septoria_leaf_spot,363,1,2,10495,0.9972527472527472,0.9945205479452056,0.9958847736625516
simplecnn,Tomato___Spider_mites Two-spotted_spider_mite,332,3,3,10523,0.991044776119403,0.991044776119403,0.991044776119403
simplecnn,Tomato___Target_Spot,282,1,2,10576,0.9964664310954064,0.9929577464788732,0.9947089947089948
simplecnn,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1060,4,1,9796,0.9962406015037594,0.9990574929311968,0.9976470588235292
simplecnn,Tomato___Tomato_mosaic_virus,70,0,0,10791,1.0,1.0,1.0
simplecnn,Tomato___healthy,316,1,0,10544,0.996845425867508,1.0,0.9984202211690364
